row_type,tl_reference_lock,tl_reference_bridge_ratio,tl_reference_behavioral_dependency,rows_total,physical_candidate_rows,control_rows,plausible_bench_scale_count,best_first_bench_realization,best_first_bench_family,best_first_bench_feasibility_class,best_first_bench_frequency_hz,best_first_bench_required_length_m,best_first_bench_bridge_ratio_estimate,best_growth_realization,best_growth_estimate,pcb_feasibility_class,pcb_required_length_m,pcb_main_blocker,pcb_too_lossy_or_weak,acoustic_feasibility_class,acoustic_required_length_m,acoustic_easier_for_length,magnetic_feasibility_class,varactor_feasibility_class,most_realistic_electrical_family,main_physical_blocker,control_rows_dead,max_control_leakage_score,recommended_next_step,row_id,name,family,role,frequency_scale_note,source_frequency_hz,phase_velocity_4_m_s,phase_velocity_8_ratio,phase_velocity_12_ratio,group_velocity_4_m_s,group_velocity_8_ratio,group_velocity_12_ratio,loss_db_per_m,q_requirement_note,nonlinear_strength_relative,component_stress_proxy,material_maturity_score,implementation_complexity_score,interaction_length_scale,qpm_enabled,conceptual_only,direct_8_drive_present,direct_12_drive_present,target_frequency_injection_present,notes,generated_frequency_hz,target_frequency_hz,wavelength_4_m,wavelength_8_m,wavelength_12_m,phase_velocity_8_m_s,phase_velocity_12_m_s,group_velocity_8_m_s,group_velocity_12_m_s,k4_rad_per_m,k8_rad_per_m,k12_rad_per_m,delta_k_448_rad_per_m,delta_k_4812_rad_per_m,limiting_delta_k_rad_per_m,coherence_length_448_m,coherence_length_4812_m,limiting_coherence_length_m,qpm_period_448_m,qpm_period_4812_m,normalized_chain_length,normalized_cell_count,meters_per_normalized_unit,required_interaction_length_m,used_interaction_length_m,cell_pitch_m,loss_np_per_m,loss_db_over_used_length,loss_factor_over_used_length,required_loss_db_per_m_for_3db,equivalent_traveling_wave_q4,group_velocity_mismatch_fraction,phase_match_factor,qpm_gain_factor,effective_phase_factor,required_nonlinear_gain_per_m,available_nonlinear_gain_per_m,target_coherent_growth_estimate,bridge_ratio_estimate,phase_lock_estimate,purity_estimate,generated_envelope_cv_estimate,max_phase_jump_estimate,control_leakage_score,control_dead,feasibility_score,feasibility_class,discovery_promising,source_only_drive,target_frequency_injection_absent
aggregate,0.997206257893873,8.261740025175394,0.36,11,5,5,3,nonlinear_varactor_loaded_transmission_line,nonlinear_varactor_loaded_transmission_line,plausible bench-scale,50000000.0,0.38197186342054884,8.261740025175394,nonlinear_varactor_loaded_transmission_line,4.0461301916372525,aggressive but testable,6.875493541569878,nonlinearity,mostly_length_and_nonlinearity_not_loss_alone,plausible bench-scale,0.07639437268410976,True,plausible bench-scale,plausible bench-scale,nonlinear_varactor_loaded_transmission_line,component_stress,True,0.04009268196549504,"PCB/transmission-line SPICE design for a varactor-loaded NLTL, with acoustic simulation as a parallel low-frequency analog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.997206257893873,8.261740025175394,0.36,,,,,,,,,,,,,,,,,,,,,,,nonlinearity,,,,w001,pcb_microstrip_or_coaxial_transmission_line_ladder,pcb_microstrip_or_coaxial_transmission_line_ladder,physical_candidate,RF bench scale; source band near 100 MHz.,100000000.0,180000000.0,0.992,0.985,175000000.0,0.99,0.98,0.35,"Loss can be acceptable in coax or careful RF PCB, but plain lines lack strong nonlinearity.",0.18,0.25,0.8,0.45,1.0,False,False,False,False,False,Good as a linear phase reference. As a discovery medium it needs loading or active nonlinear elements; otherwise the required interaction length is several meters.,200000000.0,300000000.0,1.8,0.8928,0.591,178560000.0,177300000.0,173250000.0,171500000.0,3.490658503988659,7.037617951590038,10.631447220270028,0.056300943612719756,0.10317076469133069,0.10317076469133069,55.800000000000544,30.450415512465202,30.450415512465202,111.60000000000109,60.900831024930405,24.0,32,0.2864788975654116,6.875493541569878,6.875493541569878,0.2148591731740587,0.0402952391273958,2.4064227395494573,0.7580168558056233,0.4363323129985824,43.31353504259814,0.02,0.9730637753048543,0.0,0.9730637753048543,0.20001801939566727,0.036003243491220104,0.9644691977028925,0.0,0.6401472421938914,0.677198243610391,0.07302766526727252,0.07504730509543697,0.0,,0.7162074101033304,aggressive but testable,False,True,True
,0.997206257893873,8.261740025175394,0.36,,,,,,,,,,,,,,,,,,,,,,,component_stress,,,,w002,acoustic_waveguide_or_phononic_chain,acoustic_waveguide_or_phononic_chain,physical_candidate,Ultrasonic/acoustic bench scale; source band near 40 kHz.,40000.0,800.0,0.998,0.996,760.0,0.97,0.94,1.5,Length is easy; material damping and transducer bandwidth set the Q limit.,0.78,0.35,0.78,0.5,1.0,False,False,False,False,False,"Slow phase velocity makes the interaction length compact. The harder part is clean, calibrated quadratic/cubic mixing without transducer feedthrough.",80000.0,120000.0,0.02,0.00998,0.006639999999999999,798.4,796.8,737.1999999999999,714.4,314.1592653589793,629.577686090139,946.2628474668053,1.2591553721803166,2.525896017686989,2.525896017686989,2.4949999999999233,1.2437537537537309,1.2437537537537309,4.989999999999847,2.4875075075074617,24.0,32,0.0031830988618379067,0.07639437268410976,0.07639437268410976,0.00238732414637843,0.17269388197455343,0.11459155902616464,0.9868938032983814,39.269908169872416,909.5842358945608,0.06000000000000003,0.998064357122295,0.0,0.998064357122295,18.001621745610056,14.041264961575845,2.8788890539769167,5.251392942487319,0.873335610202076,0.8866371428768479,0.07394920420929264,0.06530326479319119,0.0,,0.9148096636363928,plausible bench-scale,True,True,True
,0.997206257893873,8.261740025175394,0.36,,,,,,,,,,,,,,,,,,,,,,,component_stress,,,,w003,nonlinear_magnetic_transmission_line,nonlinear_magnetic_transmission_line,physical_candidate,Low RF slow-wave electronics; source band near 10 MHz.,10000000.0,2000000.0,0.997,0.994,1800000.0,0.96,0.93,0.8,Requires saturable inductors or ferrite loading with repeatable bias and moderate loss.,0.9,0.65,0.86,0.62,1.0,False,False,False,False,False,"Strong nonlinear inductance is realistic, but core loss, bias history, and saturation stress become the main risks.",20000000.0,30000000.0,0.2,0.0997,0.06626666666666667,1994000.0,1988000.0,1728000.0,1674000.0,31.41592653589793,63.020915819253624,94.81667968580864,0.1890627474577613,0.37983733065708236,0.37983733065708236,16.616666666666628,8.270889667835274,8.270889667835274,33.233333333333256,16.541779335670547,24.0,32,0.03183098861837907,0.7639437268410977,0.7639437268410977,0.023873241463784303,0.09210340371976185,0.6111549814728782,0.9320565245354394,3.9269908169872414,170.5470442302301,0.07,0.9956293741927442,0.0,0.9956293741927442,1.8001621745610052,1.6201459571049048,3.196092589624084,6.137959610648889,0.9070295528171481,0.9259658755268375,0.07454899966565083,0.06784521617281879,0.0,,0.9140212242226375,plausible bench-scale,True,True,True
,0.997206257893873,8.261740025175394,0.36,,,,,,,,,,,,,,,,,,,,,,,component_stress,,,,w004,nonlinear_varactor_loaded_transmission_line,nonlinear_varactor_loaded_transmission_line,physical_candidate,Low RF electronics; source band near 50 MHz.,50000000.0,5000000.0,1.002,0.999,4700000.0,0.985,0.97,1.0,Needs low-loss loaded-line Q in the tens to low hundreds.,1.05,0.55,0.95,0.55,1.0,False,False,False,False,False,"Most direct electronics analog: tunable capacitance supplies the nonlinear mixing, and per-cell loading can tune phase velocity.",100000000.0,150000000.0,0.1,0.0501,0.0333,5010000.0,4995000.0,4629500.0,4559000.0,62.83185307179586,125.41288038282607,188.68424345884642,-0.25082576076565033,0.4395100042244877,0.4395100042244877,12.525000000000091,7.147943444730254,7.147943444730254,25.050000000000182,14.295886889460508,24.0,32,0.015915494309189534,0.38197186342054884,0.38197186342054884,0.011936620731892151,0.11512925464970229,0.38197186342054884,0.9569767945591198,7.853981633974483,272.87527076836824,0.03,0.9984441108940124,0.0,0.9984441108940124,3.6003243491220105,3.7803405665781113,4.0461301916372525,8.261740025175394,0.9956547155407932,0.9607679216452131,0.07244437206787849,0.061646650064497314,0.0,,0.9350824096352044,plausible bench-scale,True,True,True
,0.997206257893873,8.261740025175394,0.36,,,,,,,,,,,,,,,,,,,,,,,component_stress,,,,w005,mechanical_or_metamaterial_lattice,mechanical_or_metamaterial_lattice,physical_candidate,Tabletop mechanical/metamaterial scale; source band near 250 Hz.,250.0,80.0,0.99,0.975,70.0,0.9,0.82,2.2,"Easy to observe, but damping and cell-to-cell tolerance make coherent 12-band buildup hard.",0.55,0.45,0.62,0.68,1.0,False,False,False,False,False,"Useful as a visible analog model. Precision, damping, and repeatable nonlinear coupling are harder than in electrical lines.",500.0,750.0,0.32,0.1584,0.104,79.2,78.0,63.0,57.4,19.634954084936208,39.66657390896203,60.415243338265256,0.3966657390896131,1.1137153443670194,1.1137153443670194,7.920000000000145,2.820821917808198,2.820821917808198,15.84000000000029,5.641643835616396,24.0,32,0.05092958178940651,1.2223099629457561,1.2223099629457561,0.03819718634205488,0.2532843602293451,2.689081918480664,0.7337462658626833,2.454369260617026,38.76069187050685,0.18000000000000002,0.9155249885534289,0.0,0.9155249885534289,1.1251013591006285,0.6188057475053457,1.4665106383141604,1.303871917531717,0.6544324910053914,0.7792224275680892,0.08341462889012079,0.12636728673424327,0.0,,0.7735225473303282,aggressive but testable,False,True,True
,0.997206257893873,8.261740025175394,0.36,,,,,,,,,,,,,,,,,,,,,,,nonlinearity,,,,w006,optical_or_nonlinear_waveguide_conceptual_comparison,optical_nonlinear_waveguide,conceptual_comparison,Conceptual optical comparison; source near 193.5 THz.,193500000000000.0,205000000.0,0.965,0.93,200000000.0,0.94,0.9,0.2,"Waveguide loss can be low, but nonlinear length and transparency dominate.",0.08,0.2,0.6,0.95,1.0,False,True,False,False,False,Included only as a conceptual analogy to cascaded frequency conversion; it is not a practical first 4->8->12 bench analog.,387000000000000.0,580500000000000.0,1.0594315245478037e-06,5.111757105943152e-07,3.2842377260981914e-07,197825000.0,190650000.0,188000000.0,180000000.0,5930713.936289024,12291635.101117149,19131335.27835169,430207.2285391018,908986.240945518,908986.240945518,7.3025101513473335e-06,3.4561498426224155e-06,3.4561498426224155e-06,1.4605020302694667e-05,6.912299685244831e-06,24.0,32,1.6861376399916561e-07,4.046730335979975e-06,4.046730335979975e-06,1.2646032299937422e-07,0.023025850929940462,8.09346067195995e-07,0.9999999068205949,741339.242036128,128783816.8138518,0.1,0.4605017472562436,0.0,0.4605017472562436,339835.4934415166,27186.83947532133,1.0519686354439068,0.14524951583659693,0.3075199294854557,0.4936029661979062,0.09879864208142303,0.3779975075560829,0.0,,0.6145981803469833,conceptual only,False,True,True
,0.997206257893873,8.261740025175394,0.36,,,,,,,,,,,,,,,,,,,,,,,phase_velocity,,,,c001,phase_mismatched_physical_mapping_control,phase_mismatched_control,control,Low RF electronics; source band near 50 MHz.,50000000.0,5000000.0,0.86,1.21,4700000.0,0.82,1.16,1.0,Needs low-loss loaded-line Q in the tens to low hundreds.,1.05,0.55,0.95,0.55,1.0,False,False,False,False,False,Deliberately dispersive mapping to test whether phase mismatch suppresses coherent buildup.,100000000.0,150000000.0,0.1,0.043,0.04033333333333333,4300000.0,6050000.0,3854000.0,5452000.0,62.83185307179586,146.12058853906015,155.78145389701453,20.456882395468426,-53.170987713841484,53.170987713841484,0.15357142857142853,0.059084714967067894,0.059084714967067894,0.30714285714285705,0.11816942993413579,24.0,32,0.015915494309189534,0.38197186342054884,0.38197186342054884,0.011936620731892151,0.11512925464970229,0.38197186342054884,0.9569767945591198,7.853981633974483,272.87527076836824,0.18,0.011646758082330937,0.0,0.011646758082330937,3.6003243491220105,3.7803405665781113,0.9732070667470423,0.0,0.007673570129266613,0.5338315433125694,0.12185992226083882,0.644433432976224,0.0,True,0.6982510449604009,control/not_candidate,False,True,True
,0.997206257893873,8.261740025175394,0.36,,,,,,,,,,,,,,,,,,,,,,,loss,,,,c002,too_lossy_mapping_control,too_lossy_control,control,Low RF electronics; source band near 50 MHz.,50000000.0,5000000.0,1.002,0.999,4700000.0,0.985,0.97,45.0,Needs low-loss loaded-line Q in the tens to low hundreds.,1.05,0.55,0.95,0.55,1.0,False,False,False,False,False,"Same phase matching as the varactor row, but with intentionally excessive distributed loss.",100000000.0,150000000.0,0.1,0.0501,0.0333,5010000.0,4995000.0,4629500.0,4559000.0,62.83185307179586,125.41288038282607,188.68424345884642,-0.25082576076565033,0.4395100042244877,0.4395100042244877,12.525000000000091,7.147943444730254,7.147943444730254,25.050000000000182,14.295886889460508,24.0,32,0.015915494309189534,0.38197186342054884,0.38197186342054884,0.011936620731892151,5.1808164592366035,17.1887338539247,0.13821758716212768,7.853981633974483,6.063894905963738,0.03,0.9984441108940124,0.0,0.9984441108940124,3.6003243491220105,3.7803405665781113,0.5843886242712748,0.0,0.6137969013128468,0.9607679216452131,0.07244437206787849,0.061646650064497314,0.0,True,0.787705752303746,control/not_candidate,False,True,True
,0.997206257893873,8.261740025175394,0.36,,,,,,,,,,,,,,,,,,,,,,,component_stress,,,,c003,too_short_interaction_length_control,too_short_control,control,Low RF electronics; source band near 50 MHz.,50000000.0,5000000.0,1.002,0.999,4700000.0,0.985,0.97,1.0,Needs low-loss loaded-line Q in the tens to low hundreds.,1.05,0.55,0.95,0.55,0.08,False,False,False,False,False,Uses only a small fraction of the normalized interaction length.,100000000.0,150000000.0,0.1,0.0501,0.0333,5010000.0,4995000.0,4629500.0,4559000.0,62.83185307179586,125.41288038282607,188.68424345884642,-0.25082576076565033,0.4395100042244877,0.4395100042244877,12.525000000000091,7.147943444730254,7.147943444730254,25.050000000000182,14.295886889460508,24.0,32,0.015915494309189534,0.38197186342054884,0.03055774907364391,0.0009549296585513722,0.11512925464970229,0.03055774907364391,0.9964880903562445,7.853981633974483,272.87527076836824,0.03,0.999990036545521,0.0,0.999990036545521,3.6003243491220105,3.7803405665781113,1.1185122528525877,0.33123531531095807,0.6753348136063084,0.9614367640341251,0.0723786181165187,0.06076058851587893,0.04009268196549504,True,0.942565465035049,control/not_candidate,False,True,True
